气死姐姐了，快二是阵亡了吗，尼玛，一个半小时过去了也没上车	0
妞妞啊，今天又承办了一个发文登记文号是126~嘻~么么哒~晚安哟	2
这里还值得注意另一个事实，就是张鞠存原有一个东溪草堂为其读书处。	1
这在前华约国家(尤其是东德)使用R-73的首次联合演习期间，被一些北约组织的飞行员所证实。	1
TinyThief上wii了？！	2
每天都以紧张的心情工作，真的是太累，太不放松了，想要爆发一下	0
语文军，数学军，英语军，物理军，政治军，历史军，生物军，地理军，八科联军，侵犯我班，我班战败，被迫签订家长会条约，赔偿给老师总结1000字，学校为使馆界，派各科老师看守，不准我班随意出去，割美术课，体育课，音乐课，活动课给班主任，开放监控设备，下课时间由联军商定！同学们该起义	0
我不是一个优秀的演员……不能微笑着旁观你们幸福。	0
当你变优秀时，你想要的都会来找你	2
累了一天！会宿舍听下我搞基新歌！在看看我段宜恩美图！心都被治愈了	2
劳资也能遇到这种人。滚你妈逼的。狗都不如。艹	0
四年，又是四年！中国球迷，有几个四年可以任你挥霍！我去年买了个表！	0
前几天爸爸带回来的大鱼，10斤。	2
可怕的噩梦…不知道我描述的清不…在做梦　梦里的我也在睡梦中…做梦的我梦里还是在做梦…起先我第一次醒来以为自己醒了但其实是在另一个梦里…于是我开始怕了　我用尽全力挣扎　让自己从一个又一个噩梦里醒来　发觉一直没有尽头　因为它们都有一个共同特点　那就都是黑夜　而我知道真正醒来该是白天…	0
跟一群维族在一起喝酒，醉的一塌糊涂。。	1
尼玛币啊！我暴躁了！这个事情,之前看过一个新闻,是一个孕妇,也是差不多的原因,因为想让她男人得到满足,祸害其他小姑娘！最后给那女生弄死了！真妈的不是好人！不怕遭天谴吗？！	0
昨晚又梦见你，骑着电瓶车载你。很甜。吃中饭偶遇你。不知道该不该挽回，不挽回会不会后悔。以后一起去食堂吃饭好不好。	0
事实……我也害怕也有恐惧担心……因为见过太多婚姻中的家庭那种委屈看着都怕了	0
那些爱造谣的长舌妇们，我结婚生娃你怎么知道的，我都不知道	0
外日看日剧一不小心看到这个点了legalhigh真的好好看啊三观好正啊本来从小就向往律师这个职业的我真的好喜欢这个剧啊而且女主角是gakki啊啊啊啊萌哭我好想在她犯傻的时候摸摸她的头	2
韩国漫画，妻子的记忆，结尾让人流泪。	0
太忙的一天体育课选了个跆拳道韧带拉的宝宝快炸了英语听说老师全程英语快递一下来五个宝宝快累死	0
能帮助麦当娜把她心中的电影拍摄出来，其实也是件很好的事情。	2
儿子生意不景气，工作不顺心受气，刚刚听他说这些的时候真的挺上火的，尤其是工作上受气，等我以后有能力了我要让那些让他受气的人吃不了兜着走	0
两张图片。呵呵，猜到了。宁愿不这么聪明。是我自己自讨苦吃。蒙蔽了双眼。果然啊。呵呵，呵呵，还跟个傻逼似得相信别人。真相来的太早。	0
为什么既不来找我，也不和我分手	0
忍一忍忍一忍忍一忍此时此刻我的内心是崩溃的	0
总会有不想追逐的时候，总会有不被理解的时候，总会有委屈辛酸的时候。	0
3.分泌物较多且创面较深时，宜用生理盐水冲洗，如坏死组织较多，可用攸锁或其他消毒溶液冲洗。	1
"  .co域名..co是国家顶级域名（ccTLD），国际通用，是英文""Corporation、Company""（商业公司）的缩写，含义明确、简单易记，方便公众理解。"	1
继杨爱瑾与傅颖之后，现Cookies四位成员均已离开金牌大风。	1
清晨醒来，发现外面下着雨感觉好有诗意	2
我用4G网看了两集《北上广不相信眼泪》才发现没开无线网，气死宝宝了	0
我好像没有原来帅了可才过了8个月啊！！🍺	0
願2015餘下的日子里，美好能夠多一些，快樂能夠如影隨形…Goodmorning!	2
20世纪90年代以来，一些发达国家和地区的服务贸易已超过一般商品贸易。	1
我自己好不容易到了一盒本来想自己留着吃结果还是必须发给你们，我容易吗	0
很多失败不是因为能力有限，而是因为没有坚持到底。	2
算了一算，鲜艳，摸哥，曾老她们现在又在教高三了好快啊！	2
总有一天，你会遇到一个绚丽的人，让你觉得其他人都是浮云。	2
详情学校成立于2009年，是市政府十大民生工程之一。	1
公司年会礼品十分土豪，全是进口高科技电子产品，还有1-2万现金奖，我全程都是这个	2
我老爹23岁还长个了，然而姜胜允17岁进yg后就没怎么长个	0
走着走着，终于明白……走着走着，我醒了，不再对所有人好，谁对我好我就对谁好。走着走着，我知道了，日久不一定生情，但一定能够见人心。走着走着，我明白了，没有谁会像父母一样一直包容并原谅你。走着走着，我害怕了，因为年龄越大、离开我的亲人就越多。生命无常。走着走着，我畏惧了...全文	0
睡一宿觉醒来一看，莫名其妙的嘴肿了	0
没有机会做大事的人，是因为没有通过做好小事来证明自己的实力。放在越不起眼的地方，越要主动发光。在别人不敢委以重任之前，把小事做到极致，来证明你的实力。——可惜大多数人永远都想不明白这个道理，怨天尤人者居多，有的似乎明白了，又不去实践，所谓蹉跎岁月，想必就是如此。	2
哇塞买了回国机票！！！02.9-02.23	2
今天这工作效率，晚上又要熬夜了。。。	0
乌鲁木齐铁路局地处西北边陲的多民族地区。	1
难道卷刘海这种事就只能靠运气了吗	2
一回来就遭宰，前三盘就遭了5个五翻了，今年不打牌了妈的	0
以前他为了让我做他女朋友，他什么手段都会用，不让别人靠近我，现在，别人想靠近了，他却无所谓。他的心里到底是怎么想的，你的话实在让我太心寒了你知不知道	0
心情超不爽的～不知道谁装不记得还是真不记得了～	0
想骂火箭打得跟翔一样，算了还是不侮辱翔了…	0
：彼此互相推委，皆弃之不收，反遗之以与金人用。	1
突然觉得世界好大，可是却没有我的容身之地。	0
果实性状：总苞中型，刺束中密较硬。	1
一晚上不晓得被蚊子咬了多少次，手上，脚上，脸上，都有它留下的痕迹	0
瑞昌市立即成立联合调查组，初步调查认为高奉青行为涉嫌诈骗，其外逃原因或为躲避债务。	1
在这风中凌乱了一下午，临睡时却思绪万千，海拔四千多都上去了，怎么就过不去心里那道坎呢这次你还是不在	0
那些苦难的日子，是谁陪着你？对不起	0
靠他大爷，干啥都不能干的丽丽亮亮的。	0
啊哈，第一次发面蒸包子～居然成功了～	2
为什么总是这样，天天加班！！！从早上六点到现在，烦人！	0
求解醋吃多了会腐蚀胃吗胃好难受好难受	0
一座让我既向往又害怕，既激动又畏惧的城市。不主动向前走就是被动挨宰|天津·天津...	0
#春娇与志明#感觉…张志明好像…是个渣男🌚	0
找一個人，打打鬧鬧、不正不經過一生…好像也挺有趣的…各位覺得呢??	2
非常清楚无论在哪里都没有公平而言，但是在我看来就是非常严肃的事儿，但是一直都是一个非常骄傲的人，凭什么接受这样的结果，别把别人当傻子，只想孕妇赶紧给我报销，土都吃不起了！！	0
总人口4300人.2006年村民人均收入4500元。	1
选择、犹豫、决定、徘徊和不安定的心合在一起组成的生活。无数次坚定又无数次变化。什么时候才能真真切切知道自己想要啥呢呢呢也许对过一次之后又也许错过一万次之后还是回头好好刷题吧	0
捡了一点红叶，次日变的不那么艳丽啦！南方城市中仿佛少了秋季，看到这红叶我很开心。正好家里还剩几个橘子合个影吧	2
张嘉佳，你是啰嗦鬼，可还是喜欢你...	2
我们农民工讨薪真难啊！我们在中铁等了四天了啊	0
培养学生用心把事情做好，促使学生形成“勤奋、文明、健康、进取的良好学风，培养学生成为有修养的小公民。	2
但同时新桂系还通过贩卖鸦片来增加收入。	1
有时候觉得自己坚强到无所不能，然而夜深人静的时候所有软肋才会突显出来，似乎读懂了那一句，陪伴是最长情的告白。其实都明白，战战兢兢的原因只是因为，我们没有把握的未来。延安·宝塔区	0
这的确是个好消息赶紧告诉我的好朋友去	2
感谢天感谢地感谢自己！刚刚正好赶上车感觉一天都开心了啦啦啦~	2
上个班不容易啊，一天检查，检查，检查。对你们就那么重要。非要把你们所谓工作好的换到一起来迎检，我的工作就那么让你肯定吗？真闹心的工作。这万一哪个环节出问题。就变成罪人了。压力山大啊真的累啊。身体累就算了心更累。还让人活不活。这样下去真TMD要被整疯。	0
天猫盒子自说自话把我下的直播APP和VST还有沙发管家这些全删了强盗啊麻痹盒子还能强制删除的一刚哈尼心	0
哥俩17岁了，很开心，要永远在一起哦	2
大早晨起来开批斗大会也是够了，让我整天都不好了……	0
还什么韩国最新Ap，还最稳定完全不给力	0
不知道在别人眼里的我如何总之我是能被吓哭的人嘻嘻	2
【这个纸飞机，真的不一般】相信很多人小时候都玩过纸飞机，不过呢，这个纸飞机真的太逆天了	2
我果然是乖巧贤惠懂事的好姑娘给爷爷奶奶织围巾的我简直可爱极了	2
据说今天是感恩节，感恩自己，抓紧时间起床喽，愿能享受一顿美美的早餐，早安	2
一个二个像他妈打了鸡血的一样七八点钟就开始东整西整老子不晓得起浪个早赶到去投胎是不是和你们待在一起都要少活好多年细胞都不晓得要死好几亿不晓得上辈子是做了浪个恶事让我遇到你们这堆人	0
就是睡不着，看到不该看的！哎，这让姐儿肿么安眠。。。{恶心呕吐发毛讨厌---蝙蝠}	0
抵制诱惑，认真养成好习惯#早睡打卡#	2
函数接受的参数除了快慢等，还可以接收整型，作为渐入或淡出的完成时间，单位为ms。	1
